Universal Asset Identifier,Asset Name,Knowledge System,Asset Type,Status,Owner,Parent Assets,Last Review,Notes,Repository Path,Supporting Files,Version,Completion Percentage,Child Assets,Relationship List,Evidence Links,Report Links,Marketplace Links,Next Review,Change History,Build Provenance,Source Builds,Registration Basis,File SHA256,Last Updated,Asset Title
CERT-EKS-000042,CERT EKS 000042 TB 500 FRAGMENT IDENTITY AND DETECTION EVIDENCE,EKS,Knowledge Asset,PRIMARY ANALYTICAL IDENTITIES CONFIRMED — FULL METHODS EXTRACTION OPEN,Certiaura,,,,06_Evidence/Batch_B/CERT-EKS-000042_TB_500_Fragment_Identity_and_Detection_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,5d7474fbba62f2e98746ccd58382db8a4c87f7bd083ac3cd5485d4d11a30dae1,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000396,CERT-EKS-000042 — TB-500 Fragment Identity and Detection Evidence,EKS,Knowledge Asset, PRIMARY ANALYTICAL IDENTITIES CONFIRMED — FULL METHODS EXTRACTION OPEN,Certiaura,,,,06_Evidence/Batch_B/CERT-EKS-000042_TB_500_Fragment_Identity_and_Detection_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,0e5759c4ae7e5e33417eb3eef93eecd9bbf7be33ded03c787a4c0a5522b9ba9d,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000043,CERT EKS 000043 MELANOTAN II EARLY HUMAN PHARMACOLOGY,EKS,Knowledge Asset,PRIMARY HUMAN PUBLICATION IDENTITIES AND DESIGNS CONFIRMED — FULL EXTRACTION OPEN,Certiaura,,,,06_Evidence/Batch_B/CERT-EKS-000043_Melanotan_II_Early_Human_Pharmacology.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,80c0b8c7dab4b592fa783903f0d5e22afbbdfc54b7308913534941e3e483cfdd,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000397,CERT-EKS-000043 — Melanotan II Early Human Pharmacology,EKS,Knowledge Asset, PRIMARY HUMAN PUBLICATION IDENTITIES AND DESIGNS CONFIRMED — FULL EXTRACTION OPEN,Certiaura,,,,06_Evidence/Batch_B/CERT-EKS-000043_Melanotan_II_Early_Human_Pharmacology.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,b7e48ecc42900147a44478ebcc4124f6548ae3875c09c47797b9da25a8bd594b,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000044,CERT EKS 000044 MELANOTAN II ADVERSE EVENT AND CASE REPORT EVIDENCE,EKS,Knowledge Asset,SAFETY EVIDENCE MAP ACTIVE — CASE REPORT EXTRACTION PARTIAL,Certiaura,,,,06_Evidence/Batch_B/CERT-EKS-000044_Melanotan_II_Adverse_Event_and_Case_Report_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,e75ffd7c55fdcf5e48fe5a6994754f1b31dd039f856d5405a66d6397b4326f5f,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000398,CERT-EKS-000044 — Melanotan II Adverse-Event and Case-Report Evidence,EKS,Knowledge Asset, SAFETY EVIDENCE MAP ACTIVE — CASE REPORT EXTRACTION PARTIAL,Certiaura,,,,06_Evidence/Batch_B/CERT-EKS-000044_Melanotan_II_Adverse_Event_and_Case_Report_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,6f9855ad9a716e91dfb771cd0564cc435be1714f4576ccfcba400c2d98bc7ca1,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000045,CERT EKS 000045 MELANOTAN II REGULATOR WARNING EVIDENCE,EKS,Knowledge Asset,REGULATOR-WARNING DOMAIN CONFIRMED — CURRENT SOURCE REFRESH REQUIRED,Certiaura,,,,06_Evidence/Batch_B/CERT-EKS-000045_Melanotan_II_Regulator_Warning_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,b3a04153510afa89694f31b20e5761b053a537be8a66aa94482ed9475643769a,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000399,CERT-EKS-000045 — Melanotan II Regulator Warning Evidence,EKS,Knowledge Asset, REGULATOR-WARNING DOMAIN CONFIRMED — CURRENT SOURCE REFRESH REQUIRED,Certiaura,,,,06_Evidence/Batch_B/CERT-EKS-000045_Melanotan_II_Regulator_Warning_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,dec35b3c21ec2c194822adf28148948e8018a1667e9a3ebb8615765906bade81,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000046,CERT EKS 000046 EPITALON TELOMERASE AND TELOMERE MECHANISTIC EVIDENCE,EKS,Knowledge Asset,PRIMARY IN-VITRO PUBLICATION IDENTITIES CONFIRMED — FULL METHODS EXTRACTION OPEN,Certiaura,,,,06_Evidence/Batch_B/CERT-EKS-000046_Epitalon_Telomerase_and_Telomere_Mechanistic_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,994ed29df0aa779d26f2b05390bb2e1fe7f478f545214f98f60c5d8e69f833fd,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000400,CERT-EKS-000046 — Epitalon Telomerase and Telomere Mechanistic Evidence,EKS,Knowledge Asset, PRIMARY IN-VITRO PUBLICATION IDENTITIES CONFIRMED — FULL METHODS EXTRACTION OPEN,Certiaura,,,,06_Evidence/Batch_B/CERT-EKS-000046_Epitalon_Telomerase_and_Telomere_Mechanistic_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,76201639042fabb9deb97b6e3d82c729549b498b701d7d8bef4e56db66e395dc,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000047,CERT EKS 000047 EPITALON ANIMAL AGEING AND CARCINOGENESIS EVIDENCE,EKS,Knowledge Asset,PRIMARY ANIMAL PUBLICATION IDENTITIES CONFIRMED — FULL EXTRACTION OPEN,Certiaura,,,,06_Evidence/Batch_B/CERT-EKS-000047_Epitalon_Animal_Ageing_and_Carcinogenesis_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,8ce8728521eeab3f58aabf41600d0ab17512a2ec1f0f5db397e8680045b87865,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000401,CERT-EKS-000047 — Epitalon Animal Ageing and Carcinogenesis Evidence,EKS,Knowledge Asset, PRIMARY ANIMAL PUBLICATION IDENTITIES CONFIRMED — FULL EXTRACTION OPEN,Certiaura,,,,06_Evidence/Batch_B/CERT-EKS-000047_Epitalon_Animal_Ageing_and_Carcinogenesis_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,beb019bd603721772269ecb8b673e48e87ef852fd4fdb988b17ec7618c1d67b8,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000048,CERT EKS 000048 EPITALON HUMAN LONGEVITY AND CIRCADIAN EVIDENCE LEAD,EKS,Knowledge Asset,HUMAN PUBLICATION IDENTITIES PARTIAL — EPITALON / EPITHALAMIN SEPARATION REQUIRED,Certiaura,,,,06_Evidence/Batch_B/CERT-EKS-000048_Epitalon_Human_Longevity_and_Circadian_Evidence_Lead.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,f6fc024a99686bbf7f284ecfc3f156eed7cd9af682c3a2e10b483cc56e6cbd9f,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000402,CERT-EKS-000048 — Epitalon Human Longevity and Circadian Evidence Lead,EKS,Knowledge Asset, HUMAN PUBLICATION IDENTITIES PARTIAL — EPITALON / EPITHALAMIN SEPARATION REQUIRED,Certiaura,,,,06_Evidence/Batch_B/CERT-EKS-000048_Epitalon_Human_Longevity_and_Circadian_Evidence_Lead.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,8e34e558bb278430c358d42e2635949ed5ab68ffa2f9593125673cf451cc6cef,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000403,BPC-157 PRECLINICAL SOURCE CLOSURE DECISION LOG,EKS,Knowledge Asset,ACTIVE,Certiaura,,,,06_Evidence/BPC157_PRECLINICAL_SOURCE_CLOSURE_DECISION_LOG.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,fbca62d3451554ec976f61b1f2942c7212b15c1fbd2602b54067285a950ec71a,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000404,BPC157 PRIMARY SOURCE CLOSURE REGISTER,EKS,Register,ACTIVE,Certiaura,,,,06_Evidence/BPC157_PRIMARY_SOURCE_CLOSURE_REGISTER.csv,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,544c0050982549706bfb0ba61161ebfe381376fef446beae9870a570e86c24aa,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000233,CERT EKS 000233 EVIDENCE,EKS,Knowledge Asset,AUTHORITATIVE PRODUCT LANDSCAPE IDENTIFIED — SUPPLIER IDENTITY REMAINS OPEN,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000233_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,3e1317e0d9a3c015e43a801b120cb1d26baa8df28bfae2e89152763be898307c,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000405,CERT-EKS-000233 — Insulin Current Biologic Product Landscape and Identity Boundary,EKS,Knowledge Asset, AUTHORITATIVE PRODUCT LANDSCAPE IDENTIFIED — SUPPLIER IDENTITY REMAINS OPEN,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000233_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,cfa06c2d77470d37ad051533a9aed0526bcbed99470c4e9f7211bcb0bd0c6f62,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000234,CERT EKS 000234 EVIDENCE,EKS,Knowledge Asset,OPEN — NO SUPPLIER INSULIN PRODUCT ESTABLISHED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000234_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,2cb65749e0251fb46a36b80a9851a337a318b4a281a324e9f69ea060c774b56f,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000406,"CERT-EKS-000234 — Insulin Supplier Vial Potency, Hypoglycaemia and Product-Mismatch Gap",EKS,Knowledge Asset, OPEN — NO SUPPLIER INSULIN PRODUCT ESTABLISHED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000234_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,8ca7998094d610f6e7004e67b5472a51337b5c3d9db2e055e250ccacabd49a0f,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000235,CERT EKS 000235 EVIDENCE,EKS,Knowledge Asset,AUTHORITATIVE ESA SAFETY SOURCE IDENTIFIED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000235_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,046967b2ac35f66b96e255d08ca264a6d8d49a434b70216fa70fe93e1a91ea47,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000407,CERT-EKS-000235 — Erythropoietin Authorised ESA Product and Safety Evidence,EKS,Knowledge Asset, AUTHORITATIVE ESA SAFETY SOURCE IDENTIFIED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000235_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,c72d0f555d7ddaf732632032c792071adeba02070677fe79e9cd78260da7778e,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000236,CERT EKS 000236 EVIDENCE,EKS,Knowledge Asset,OPEN — NO SUPPLIER ESA PRODUCT ESTABLISHED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000236_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,573e1d69736ef1b0cd226eeefa90ce5f6c96f0d8af21f6245d2a6553d32e8e3f,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000408,"CERT-EKS-000236 — Erythropoietin Supplier Glycoprotein, Potency and Anti-Doping Gap",EKS,Knowledge Asset, OPEN — NO SUPPLIER ESA PRODUCT ESTABLISHED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000236_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,71a382dc02ce59183c62ab66af74249a7f26757876b4ba5a9d7fc2906e7bf8ac,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000237,CERT EKS 000237 EVIDENCE,EKS,Knowledge Asset,COMPARATOR EVIDENCE IDENTIFIED — NON-TRANSFERABLE,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000237_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,132a9a9f27fb83f71d9c98e4195c6d97f8daa5daafdb857d3140eb7782f64ac5,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000409,CERT-EKS-000237 — Branded Cerebrolysin Composition and Human Trial Comparator Evidence,EKS,Knowledge Asset, COMPARATOR EVIDENCE IDENTIFIED — NON-TRANSFERABLE,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000237_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,25efc6feb2ab70b4abece39e9be88cf6542afccb33d8c06deec826163dcc7b2f,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000238,CERT EKS 000238 EVIDENCE,EKS,Knowledge Asset,OPEN — UNBRANDED PRODUCT COMPARABILITY NOT ESTABLISHED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000238_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,a4af1ed5aac298d94f16583225f0693ce836797e307ed2cd9fab5c3a8f89608f,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000410,CERT-EKS-000238 — Unbranded Cerebrolysin-Type Comparability and Biological-Source Gap,EKS,Knowledge Asset, OPEN — UNBRANDED PRODUCT COMPARABILITY NOT ESTABLISHED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000238_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,54645aa11f6d64f82bb4ddbac329b525a066a97ff8492be3310a16c8bb37fd2a,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000239,CERT EKS 000239 EVIDENCE,EKS,Knowledge Asset,AUTHORITATIVE FINISHED-PRODUCT IDENTITY IDENTIFIED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000239_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,813076f0616ea6df58480a179a93e38c4c4ccb71a47bdfb9aba3f274554b15c9,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000411,CERT-EKS-000239 — Bacteriostatic Water Finished-Product Identity Evidence,EKS,Knowledge Asset, AUTHORITATIVE FINISHED-PRODUCT IDENTITY IDENTIFIED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000239_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,133cc88f193d38945aaac5276b4e381ed758d188cb41f79f376e0144f06b16ac,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000240,CERT EKS 000240 EVIDENCE,EKS,Knowledge Asset,OPEN — SUPPLIER DILUENT NOT VERIFIED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000240_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,4394138308d2bd5d36c12ea54e69a275ae8dcacff0a2178671697df68e9a8aa1,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000412,"CERT-EKS-000240 — Supplier Bacteriostatic Water Preservative, Sterility and Duplicate-Listing Gap",EKS,Knowledge Asset, OPEN — SUPPLIER DILUENT NOT VERIFIED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000240_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,54511576644baae4d28db66cef629a9f1daf439b81742e8939b37298d22531d6,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000241,CERT EKS 000241 EVIDENCE,EKS,Knowledge Asset,OPEN — FORMULATION IDENTITY NOT ESTABLISHED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000241_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,67c6bd06b2c6cafb05042d4c7c3e817924945c20cc6f7e0f7f855ad407866b4a,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000413,"CERT-EKS-000241 — Acetic Acid Water Concentration, pH and Sterile-Formulation Gap",EKS,Knowledge Asset, OPEN — FORMULATION IDENTITY NOT ESTABLISHED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000241_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,9bf97d5a0c759b7beebadabc471003658ac67e286e090ee6c3bacacf24f04449,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000242,CERT EKS 000242 EVIDENCE,EKS,Knowledge Asset,BLOCKED BY CERT-EKS-000241,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000242_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,c9bf700b377ba605dfeb8711435c3839d4493d3b9b0c23e886284903c7a8963d,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000414,CERT-EKS-000242 — Acetic Acid Water Drug-Specific Compatibility Evidence Block,EKS,Knowledge Asset, BLOCKED BY CERT-EKS-000241,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000242_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,5e264346c2d8d66f6f0c84e9a9a626d3af8c23384d54033bc473352170f31176,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000243,CERT EKS 000243 EVIDENCE,EKS,Knowledge Asset,AUTHORITATIVE 2026 SAFETY AND ENFORCEMENT SOURCES IDENTIFIED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000243_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,6e3743dd76ee4a045c4679a2f2f32d79ffebc603abbd1b788626c87c653422a2,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000415,CERT-EKS-000243 — Botulinum Toxin Current Authorised-Product and Iatrogenic-Botulism Evidence,EKS,Knowledge Asset, AUTHORITATIVE 2026 SAFETY AND ENFORCEMENT SOURCES IDENTIFIED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000243_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,9ed6b23c550877ed404756bc01795f9eecc9fb1e6485442172588d178abfa360,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000244,CERT EKS 000244 EVIDENCE,EKS,Knowledge Asset,OPEN — XT100 PRODUCT IDENTITY NOT ESTABLISHED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000244_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,38bafe1c03e1b554a5ba24de7baaf3d0dfb7d28481fec32ff90ae483cbe40fd7,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000416,"CERT-EKS-000244 — XT100 Serotype, Proper Name, Potency Assay and Authenticity Gap",EKS,Knowledge Asset, OPEN — XT100 PRODUCT IDENTITY NOT ESTABLISHED,Certiaura,,,,06_Evidence/C10A/CERT-EKS-000244_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,e893117c284b3fae434b6b98244e3f647ef7595465fc37337c159d6e0c4addb1,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000245,CERT EKS 000245 EVIDENCE,EKS,Knowledge Asset,AUTHORITATIVE TRADEMARK-FAMILY DIFFERENTIATION IDENTIFIED,Certiaura,,,,06_Evidence/C10B/CERT-EKS-000245_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,9014e5e71eb197f95ef147b44f0bb8b7f423675214b246e5ced54f3bfed67ecd,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000417,CERT-EKS-000245 — Matrixyl Official Trademark-Family and INCI Evidence,EKS,Knowledge Asset, AUTHORITATIVE TRADEMARK-FAMILY DIFFERENTIATION IDENTIFIED,Certiaura,,,,06_Evidence/C10B/CERT-EKS-000245_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,4b3c971d4450e8302e958d39ff278aee573958348118d0debd3a7dbd8e5b6244,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000246,CERT EKS 000246 EVIDENCE,EKS,Knowledge Asset,OPEN — MA10 MATRIXYL IDENTITY NOT ESTABLISHED,Certiaura,,,,06_Evidence/C10B/CERT-EKS-000246_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,b9045088d57b25f78da6e14e254cf0b67921fb6dccbe25c43b5d49b0982874a6,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000418,"CERT-EKS-000246 — MA10 Exact Matrixyl Variant, Powder and Trademark-Equivalence Gap",EKS,Knowledge Asset, OPEN — MA10 MATRIXYL IDENTITY NOT ESTABLISHED,Certiaura,,,,06_Evidence/C10B/CERT-EKS-000246_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,c174d305d8033e20ca0b4ee9020bdea02b5b15383defde104fb3140a1bcbed89,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000247,CERT EKS 000247 EVIDENCE,EKS,Knowledge Asset,PRIMARY KEDG LITERATURE IDENTITY CLOSED,Certiaura,,,,06_Evidence/C10B/CERT-EKS-000247_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,e9d9872194dd165a506df8957a4659940e2c55b758500a8505f63d26879cf548,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000419,CERT-EKS-000247 — Testagen KEDG Primary Sequence and In-Vitro Evidence,EKS,Knowledge Asset, PRIMARY KEDG LITERATURE IDENTITY CLOSED,Certiaura,,,,06_Evidence/C10B/CERT-EKS-000247_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,b654eaabc34637756e817f642141ea7a787173f8cd33405e933d940359859eda,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000248,CERT EKS 000248 EVIDENCE,EKS,Knowledge Asset,OPEN — SUPPLIER PRODUCT AND HUMAN BENEFIT NOT ESTABLISHED,Certiaura,,,,06_Evidence/C10B/CERT-EKS-000248_Evidence.json,,0.2.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,16499bf00e3d8f8ff3642c4171fa1b9f1244293a26f1a7f43778b3560f525d46,2026-07-19T18:56:54.150597+00:00,
CERT-EKS-000420,"CERT-EKS-000248 — TG20 Testagen Supplier Equivalence, Human and Regulatory Gap",EKS,Knowledge Asset, OPEN — SUPPLIER PRODUCT AND HUMAN BENEFIT NOT ESTABLISHED,Certiaura,,,,06_Evidence/C10B/CERT-EKS-000248_Evidence.md,,1.0.0,100,,,,,,,2026-07-19T18:56:54.150597+00:00: created/restored by Build 0038,CERT-BUILD-0038,,HISTORICAL_REPOSITORY_CENSUS,5b17779d0cf261072ebe626a1832297e73cafa639f3ed46dec3e149cf2389df5,2026-07-19T18:56:54.150597+00:00,
